Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5112","Stocks","02151","Chickens","2020","2020","1000 An","16683","A","Official figure",""
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5111","Stocks","02123","Goats","2020","2020","An","3753000","A","Official figure",""
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5111","Stocks","02122","Sheep","2020","2020","An","171000","A","Official figure",""
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5111","Stocks","02140","Swine / pigs","2020","2020","An","2306000","A","Official figure",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5111","Stocks","02111","Cattle","2020","2020","An","1343889","A","Official figure",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5112","Stocks","02151","Chickens","2020","2020","1000 An","18675","A","Official figure",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5111","Stocks","02123","Goats","2020","2020","An","4118849","A","Official figure",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5111","Stocks","02122","Sheep","2020","2020","An","914328","A","Official figure",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5111","Stocks","02140","Swine / pigs","2020","2020","An","999656","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5111","Stocks","02112","Buffalo","2020","2020","An","0","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5111","Stocks","02111","Cattle","2020","2020","An","1500000","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5112","Stocks","02151","Chickens","2020","2020","1000 An","21250","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5111","Stocks","02122","Sheep","2020","2020","An","135339","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5111","Stocks","02140","Swine / pigs","2020","2020","An","13391000","A","Official figure",""
"QCL","Crops and livestock products","262","Djibouti","5111","Stocks","02111","Cattle","2020","2020","An","300680","I","Imputed value",""
"QCL","Crops and livestock products","262","Djibouti","5111","Stocks","02123","Goats","2020","2020","An","518059","I","Imputed value",""
"QCL","Crops and livestock products","262","Djibouti","5111","Stocks","02122","Sheep","2020","2020","An","469513","I","Imputed value",""
"QCL","Crops and livestock products","212","Dominica","5111","Stocks","02111","Cattle","2020","2020","An","13965","I","Imputed value",""
"QCL","Crops and livestock products","212","Dominica","5112","Stocks","02151","Chickens","2020","2020","1000 An","202","I","Imputed value",""
"QCL","Crops and livestock products","212","Dominica","5111","Stocks","02123","Goats","2020","2020","An","9704","I","Imputed value",""
"QCL","Crops and livestock products","212","Dominica","5111","Stocks","02122","Sheep","2020","2020","An","8399","I","Imputed value",""
"QCL","Crops and livestock products","212","Dominica","5111","Stocks","02140","Swine / pigs","2020","2020","An","5054","I","Imputed value",""
"QCL","Crops and livestock products","214","Dominican Republic","5111","Stocks","02111","Cattle","2020","2020","An","3045322","I","Imputed value",""
"QCL","Crops and livestock products","214","Dominican Republic","5112","Stocks","02151","Chickens","2020","2020","1000 An","178900","A","Official figure",""
"QCL","Crops and livestock products","214","Dominican Republic","5111","Stocks","02123","Goats","2020","2020","An","226456","I","Imputed value",""
"QCL","Crops and livestock products","214","Dominican Republic","5111","Stocks","02122","Sheep","2020","2020","An","257509","I","Imputed value",""
"QCL","Crops and livestock products","214","Dominican Republic","5111","Stocks","02140","Swine / pigs","2020","2020","An","1068890","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5111","Stocks","02111","Cattle","2020","2020","An","4335924","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5112","Stocks","02151","Chickens","2020","2020","1000 An","171413","I","Imputed value",""
"QCL","Crops and livestock products","218","Ecuador","5111","Stocks","02123","Goats","2020","2020","An","14092","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5111","Stocks","02122","Sheep","2020","2020","An","496535","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5111","Stocks","02140","Swine / pigs","2020","2020","An","1059842","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5111","Stocks","02112","Buffalo","2020","2020","An","1348000","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5111","Stocks","02111","Cattle","2020","2020","An","2745000","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5112","Stocks","02151","Chickens","2020","2020","1000 An","250000","E","Estimated value",""
"QCL","Crops and livestock products","818","Egypt","5111","Stocks","02123","Goats","2020","2020","An","925000","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5111","Stocks","02122","Sheep","2020","2020","An","1936000","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5111","Stocks","02140","Swine / pigs","2020","2020","An","22000","E","Estimated value",""
"QCL","Crops and livestock products","222","El Salvador","5111","Stocks","02111","Cattle","2020","2020","An","754172","A","Official figure",""
"QCL","Crops and livestock products","222","El Salvador","5112","Stocks","02151","Chickens","2020","2020","1000 An","18387","I","Imputed value",""
"QCL","Crops and livestock products","222","El Salvador","5111","Stocks","02123","Goats","2020","2020","An","14603","E","Estimated value",""
"QCL","Crops and livestock products","222","El Salvador","5111","Stocks","02122","Sheep","2020","2020","An","5565","I","Imputed value",""
"QCL","Crops and livestock products","222","El Salvador","5111","Stocks","02140","Swine / pigs","2020","2020","An","250000","E","Estimated value",""
"QCL","Crops and livestock products","226","Equatorial Guinea","5111","Stocks","02111","Cattle","2020","2020","An","5442","I","Imputed value",""
"QCL","Crops and livestock products","226","Equatorial Guinea","5112","Stocks","02151","Chickens","2020","2020","1000 An","381","I","Imputed value",""
"QCL","Crops and livestock products","226","Equatorial Guinea","5111","Stocks","02123","Goats","2020","2020","An","9829","I","Imputed value",""
"QCL","Crops and livestock products","226","Equatorial Guinea","5111","Stocks","02122","Sheep","2020","2020","An","41302","I","Imputed value",""
"QCL","Crops and livestock products","226","Equatorial Guinea","5111","Stocks","02140","Swine / pigs","2020","2020","An","7176","E","Estimated value",""
"QCL","Crops and livestock products","232","Eritrea","5111","Stocks","02111","Cattle","2020","2020","An","2133564","I","Imputed value",""
"QCL","Crops and livestock products","232","Eritrea","5112","Stocks","02151","Chickens","2020","2020","1000 An","1231","E","Estimated value",""
"QCL","Crops and livestock products","232","Eritrea","5111","Stocks","02123","Goats","2020","2020","An","1883616","I","Imputed value",""
"QCL","Crops and livestock products","232","Eritrea","5111","Stocks","02122","Sheep","2020","2020","An","2410337","E","Estimated value",""
"QCL","Crops and livestock products","233","Estonia","5111","Stocks","02112","Buffalo","2020","2020","An","0","A","Official figure",""
"QCL","Crops and livestock products","233","Estonia","5111","Stocks","02111","Cattle","2020","2020","An","253300","A","Official figure",""
"QCL","Crops and livestock products","233","Estonia","5112","Stocks","02151","Chickens","2020","2020","1000 An","2055","A","Official figure",""
"QCL","Crops and livestock products","233","Estonia","5111","Stocks","02123","Goats","2020","2020","An","4500","A","Official figure",""
"QCL","Crops and livestock products","233","Estonia","5111","Stocks","02122","Sheep","2020","2020","An","68100","A","Official figure",""
"QCL","Crops and livestock products","233","Estonia","5111","Stocks","02140","Swine / pigs","2020","2020","An","316600","A","Official figure",""
"QCL","Crops and livestock products","748","Eswatini","5111","Stocks","02111","Cattle","2020","2020","An","607580","I","Imputed value",""
"QCL","Crops and livestock products","748","Eswatini","5112","Stocks","02151","Chickens","2020","2020","1000 An","3639","I","Imputed value",""
"QCL","Crops and livestock products","748","Eswatini","5111","Stocks","02123","Goats","2020","2020","An","253686","I","Imputed value",""
"QCL","Crops and livestock products","748","Eswatini","5111","Stocks","02122","Sheep","2020","2020","An","37017","I","Imputed value",""
"QCL","Crops and livestock products","748","Eswatini","5111","Stocks","02140","Swine / pigs","2020","2020","An","36819","I","Imputed value",""
"QCL","Crops and livestock products","231","Ethiopia","5111","Stocks","02111","Cattle","2020","2020","An","70291776","A","Official figure",""
"QCL","Crops and livestock products","231","Ethiopia","5112","Stocks","02151","Chickens","2020","2020","1000 An","56993","A","Official figure",""
"QCL","Crops and livestock products","231","Ethiopia","5111","Stocks","02123","Goats","2020","2020","An","52463535","A","Official figure",""
"QCL","Crops and livestock products","231","Ethiopia","5111","Stocks","02122","Sheep","2020","2020","An","42914865","A","Official figure",""
"QCL","Crops and livestock products","231","Ethiopia","5111","Stocks","02140","Swine / pigs","2020","2020","An","35756","E","Estimated value",""
"QCL","Crops and livestock products","234","Faroe Islands","5111","Stocks","02111","Cattle","2020","2020","An","1837","A","Official figure",""
"QCL","Crops and livestock products","234","Faroe Islands","5111","Stocks","02122","Sheep","2020","2020","An","76626","I","Imputed value",""
"QCL","Crops and livestock products","242","Fiji","5111","Stocks","02111","Cattle","2020","2020","An","93301","A","Official figure",""
"QCL","Crops and livestock products","242","Fiji","5112","Stocks","02151","Chickens","2020","2020","1000 An","5537","I","Imputed value",""
"QCL","Crops and livestock products","242","Fiji","5111","Stocks","02123","Goats","2020","2020","An","264780","I","Imputed value",""
"QCL","Crops and livestock products","242","Fiji","5111","Stocks","02122","Sheep","2020","2020","An","30743","A","Official figure",""
"QCL","Crops and livestock products","242","Fiji","5111","Stocks","02140","Swine / pigs","2020","2020","An","154072","I","Imputed value",""
"QCL","Crops and livestock products","246","Finland","5111","Stocks","02112","Buffalo","2020","2020","An","0","A","Official figure",""
"QCL","Crops and livestock products","246","Finland","5111","Stocks","02111","Cattle","2020","2020","An","835380","A","Official figure",""
"QCL","Crops and livestock products","246","Finland","5112","Stocks","02151","Chickens","2020","2020","1000 An","12715","A","Official figure",""
"QCL","Crops and livestock products","246","Finland","5111","Stocks","02123","Goats","2020","2020","An","6000","A","Official figure",""
"QCL","Crops and livestock products","246","Finland","5111","Stocks","02122","Sheep","2020","2020","An","140200","A","Official figure",""
"QCL","Crops and livestock products","246","Finland","5111","Stocks","02140","Swine / pigs","2020","2020","An","1103900","A","Official figure",""
"QCL","Crops and livestock products","250","France","5111","Stocks","02111","Cattle","2020","2020","An","17815670","A","Official figure",""
"QCL","Crops and livestock products","250","France","5112","Stocks","02151","Chickens","2020","2020","1000 An","242015","A","Official figure",""
"QCL","Crops and livestock products","250","France","5111","Stocks","02123","Goats","2020","2020","An","1413980","A","Official figure",""
"QCL","Crops and livestock products","250","France","5111","Stocks","02122","Sheep","2020","2020","An","6998710","A","Official figure",""
"QCL","Crops and livestock products","250","France","5111","Stocks","02140","Swine / pigs","2020","2020","An","13393000","A","Official figure",""
"QCL","Crops and livestock products","258","French Polynesia","5111","Stocks","02111","Cattle","2020","2020","An","7541","I","Imputed value",""
"QCL","Crops and livestock products","258","French Polynesia","5112","Stocks","02151","Chickens","2020","2020","1000 An","326","I","Imputed value",""
"QCL","Crops and livestock products","258","French Polynesia","5111","Stocks","02123","Goats","2020","2020","An","16476","I","Imputed value",""
"QCL","Crops and livestock products","258","French Polynesia","5111","Stocks","02122","Sheep","2020","2020","An","441","I","Imputed value",""
"QCL","Crops and livestock products","258","French Polynesia","5111","Stocks","02140","Swine / pigs","2020","2020","An","29718","I","Imputed value",""
"QCL","Crops and livestock products","266","Gabon","5111","Stocks","02111","Cattle","2020","2020","An","39235","I","Imputed value",""
"QCL","Crops and livestock products","266","Gabon","5112","Stocks","02151","Chickens","2020","2020","1000 An","3322","I","Imputed value",""
"QCL","Crops and livestock products","266","Gabon","5111","Stocks","02123","Goats","2020","2020","An","114732","E","Estimated value",""
"QCL","Crops and livestock products","266","Gabon","5111","Stocks","02122","Sheep","2020","2020","An","226285","I","Imputed value",""
"QCL","Crops and livestock products","266","Gabon","5111","Stocks","02140","Swine / pigs","2020","2020","An","223155","I","Imputed value",""
"QCL","Crops and livestock products","270","Gambia","5111","Stocks","02111","Cattle","2020","2020","An","285182","A","Official figure",""
"QCL","Crops and livestock products","270","Gambia","5112","Stocks","02151","Chickens","2020","2020","1000 An","982","A","Official figure",""
"QCL","Crops and livestock products","270","Gambia","5111","Stocks","02123","Goats","2020","2020","An","378231","A","Official figure",""
"QCL","Crops and livestock products","270","Gambia","5111","Stocks","02122","Sheep","2020","2020","An","176984","A","Official figure",""
"QCL","Crops and livestock products","270","Gambia","5111","Stocks","02140","Swine / pigs","2020","2020","An","14985","A","Official figure",""
"QCL","Crops and livestock products","268","Georgia","5111","Stocks","02112","Buffalo","2020","2020","An","19170","I","Imputed value",""
"QCL","Crops and livestock products","268","Georgia","5111","Stocks","02111","Cattle","2020","2020","An","869500","A","Official figure",""
"QCL","Crops and livestock products","268","Georgia","5112","Stocks","02151","Chickens","2020","2020","1000 An","9298","A","Official figure",""
"QCL","Crops and livestock products","268","Georgia","5111","Stocks","02123","Goats","2020","2020","An","49700","A","Official figure",""
"QCL","Crops and livestock products","268","Georgia","5111","Stocks","02122","Sheep","2020","2020","An","841900","A","Official figure",""
"QCL","Crops and livestock products","268","Georgia","5111","Stocks","02140","Swine / pigs","2020","2020","An","155500","A","Official figure",""
"QCL","Crops and livestock products","276","Germany","5111","Stocks","02112","Buffalo","2020","2020","An","10700","A","Official figure",""
"QCL","Crops and livestock products","276","Germany","5111","Stocks","02111","Cattle","2020","2020","An","11301860","A","Official figure",""
"QCL","Crops and livestock products","276","Germany","5112","Stocks","02151","Chickens","2020","2020","1000 An","159118","A","Official figure",""
"QCL","Crops and livestock products","276","Germany","5111","Stocks","02123","Goats","2020","2020","An","161000","A","Official figure",""
"QCL","Crops and livestock products","276","Germany","5111","Stocks","02122","Sheep","2020","2020","An","1483700","A","Official figure",""
"QCL","Crops and livestock products","276","Germany","5111","Stocks","02140","Swine / pigs","2020","2020","An","26069900","A","Official figure",""
"QCL","Crops and livestock products","288","Ghana","5111","Stocks","02111","Cattle","2020","2020","An","2109000","A","Official figure",""
"QCL","Crops and livestock products","288","Ghana","5112","Stocks","02151","Chickens","2020","2020","1000 An","81769","A","Official figure",""
"QCL","Crops and livestock products","288","Ghana","5111","Stocks","02123","Goats","2020","2020","An","8180000","A","Official figure",""
"QCL","Crops and livestock products","288","Ghana","5111","Stocks","02122","Sheep","2020","2020","An","5544000","A","Official figure",""
"QCL","Crops and livestock products","288","Ghana","5111","Stocks","02140","Swine / pigs","2020","2020","An","946000","A","Official figure",""
"QCL","Crops and livestock products","300","Greece","5111","Stocks","02112","Buffalo","2020","2020","An","7100","A","Official figure",""
"QCL","Crops and livestock products","300","Greece","5111","Stocks","02111","Cattle","2020","2020","An","631500","A","Official figure",""
"QCL","Crops and livestock products","300","Greece","5111","Stocks","02123","Goats","2020","2020","An","3149000","A","Official figure",""
"QCL","Crops and livestock products","300","Greece","5111","Stocks","02122","Sheep","2020","2020","An","7721800","A","Official figure",""
"QCL","Crops and livestock products","300","Greece","5111","Stocks","02140","Swine / pigs","2020","2020","An","743000","A","Official figure",""
"QCL","Crops and livestock products","308","Grenada","5111","Stocks","02111","Cattle","2020","2020","An","4544","I","Imputed value",""
"QCL","Crops and livestock products","308","Grenada","5112","Stocks","02151","Chickens","2020","2020","1000 An","269","I","Imputed value",""
"QCL","Crops and livestock products","308","Grenada","5111","Stocks","02123","Goats","2020","2020","An","6940","I","Imputed value",""
"QCL","Crops and livestock products","308","Grenada","5111","Stocks","02122","Sheep","2020","2020","An","13877","I","Imputed value",""
"QCL","Crops and livestock products","308","Grenada","5111","Stocks","02140","Swine / pigs","2020","2020","An","2822","I","Imputed value",""
"QCL","Crops and livestock products","320","Guatemala","5111","Stocks","02111","Cattle","2020","2020","An","4040191","I","Imputed value",""
"QCL","Crops and livestock products","320","Guatemala","5112","Stocks","02151","Chickens","2020","2020","1000 An","47000","E","Estimated value",""
"QCL","Crops and livestock products","320","Guatemala","5111","Stocks","02123","Goats","2020","2020","An","115101","I","Imputed value",""
"QCL","Crops and livestock products","320","Guatemala","5111","Stocks","02122","Sheep","2020","2020","An","605046","I","Imputed value",""
"QCL","Crops and livestock products","320","Guatemala","5111","Stocks","02140","Swine / pigs","2020","2020","An","2993051","I","Imputed value",""
"QCL","Crops and livestock products","324","Guinea","5111","Stocks","02111","Cattle","2020","2020","An","8367838","A","Official figure",""
"QCL","Crops and livestock products","324","Guinea","5112","Stocks","02151","Chickens","2020","2020","1000 An","33715","E","Estimated value",""
"QCL","Crops and livestock products","324","Guinea","5111","Stocks","02123","Goats","2020","2020","An","3699431","A","Official figure",""
"QCL","Crops and livestock products","324","Guinea","5111","Stocks","02122","Sheep","2020","2020","An","3082187","A","Official figure",""
"QCL","Crops and livestock products","324","Guinea","5111","Stocks","02140","Swine / pigs","2020","2020","An","154211","A","Official figure",""
"QCL","Crops and livestock products","624","Guinea-Bissau","5111","Stocks","02111","Cattle","2020","2020","An","713889","E","Estimated value",""
"QCL","Crops and livestock products","624","Guinea-Bissau","5112","Stocks","02151","Chickens","2020","2020","1000 An","2121","I","Imputed value",""
"QCL","Crops and livestock products","624","Guinea-Bissau","5111","Stocks","02123","Goats","2020","2020","An","791036","E","Estimated value",""
"QCL","Crops and livestock products","624","Guinea-Bissau","5111","Stocks","02122","Sheep","2020","2020","An","481332","I","Imputed value",""
"QCL","Crops and livestock products","624","Guinea-Bissau","5111","Stocks","02140","Swine / pigs","2020","2020","An","458685","I","Imputed value",""
"QCL","Crops and livestock products","328","Guyana","5111","Stocks","02111","Cattle","2020","2020","An","96309","I","Imputed value",""
"QCL","Crops and livestock products","328","Guyana","5112","Stocks","02151","Chickens","2020","2020","1000 An","29694","I","Imputed value",""
"QCL","Crops and livestock products","328","Guyana","5111","Stocks","02123","Goats","2020","2020","An","82758","I","Imputed value",""
"QCL","Crops and livestock products","328","Guyana","5111","Stocks","02122","Sheep","2020","2020","An","131864","I","Imputed value",""
"QCL","Crops and livestock products","328","Guyana","5111","Stocks","02140","Swine / pigs","2020","2020","An","9871","I","Imputed value",""
"QCL","Crops and livestock products","332","Haiti","5111","Stocks","02111","Cattle","2020","2020","An","1516728","I","Imputed value",""
"QCL","Crops and livestock products","332","Haiti","5112","Stocks","02151","Chickens","2020","2020","1000 An","5850","I","Imputed value",""
"QCL","Crops and livestock products","332","Haiti","5111","Stocks","02123","Goats","2020","2020","An","1705493","A","Official figure",""
"QCL","Crops and livestock products","332","Haiti","5111","Stocks","02122","Sheep","2020","2020","An","275715","A","Official figure",""
"QCL","Crops and livestock products","332","Haiti","5111","Stocks","02140","Swine / pigs","2020","2020","An","1027604","I","Imputed value",""
"QCL","Crops and livestock products","340","Honduras","5111","Stocks","02111","Cattle","2020","2020","An","2856088","I","Imputed value",""
"QCL","Crops and livestock products","340","Honduras","5112","Stocks","02151","Chickens","2020","2020","1000 An","47990","I","Imputed value",""
"QCL","Crops and livestock products","340","Honduras","5111","Stocks","02123","Goats","2020","2020","An","24897","I","Imputed value",""
"QCL","Crops and livestock products","340","Honduras","5111","Stocks","02122","Sheep","2020","2020","An","16409","E","Estimated value",""
"QCL","Crops and livestock products","340","Honduras","5111","Stocks","02140","Swine / pigs","2020","2020","An","460567","I","Imputed value",""
"QCL","Crops and livestock products","348","Hungary","5111","Stocks","02112","Buffalo","2020","2020","An","7500","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5111","Stocks","02111","Cattle","2020","2020","An","932900","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5112","Stocks","02151","Chickens","2020","2020","1000 An","30874","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5111","Stocks","02123","Goats","2020","2020","An","47000","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5111","Stocks","02122","Sheep","2020","2020","An","944000","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5111","Stocks","02140","Swine / pigs","2020","2020","An","2850000","A","Official figure",""
"QCL","Crops and livestock products","352","Iceland","5111","Stocks","02111","Cattle","2020","2020","An","80643","A","Official figure",""
"QCL","Crops and livestock products","352","Iceland","5112","Stocks","02151","Chickens","2020","2020","1000 An","222","A","Official figure",""
"QCL","Crops and livestock products","352","Iceland","5111","Stocks","02123","Goats","2020","2020","An","1621","A","Official figure",""
"QCL","Crops and livestock products","352","Iceland","5111","Stocks","02122","Sheep","2020","2020","An","400724","A","Official figure",""
"QCL","Crops and livestock products","352","Iceland","5111","Stocks","02140","Swine / pigs","2020","2020","An","27000","A","Official figure",""
"QCL","Crops and livestock products","356","India","5111","Stocks","02112","Buffalo","2020","2020","An","109669812","I","Imputed value",""
"QCL","Crops and livestock products","356","India","5111","Stocks","02111","Cattle","2020","2020","An","194904374","I","Imputed value",""
"QCL","Crops and livestock products","356","India","5112","Stocks","02151","Chickens","2020","2020","1000 An","824722","I","Imputed value",""
"QCL","Crops and livestock products","356","India","5111","Stocks","02123","Goats","2020","2020","An","150884193","I","Imputed value",""
"QCL","Crops and livestock products","356","India","5111","Stocks","02122","Sheep","2020","2020","An","75735575","I","Imputed value",""
"QCL","Crops and livestock products","356","India","5111","Stocks","02140","Swine / pigs","2020","2020","An","8838792","I","Imputed value",""
"QCL","Crops and livestock products","360","Indonesia","5111","Stocks","02112","Buffalo","2020","2020","An","1154226","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5111","Stocks","02111","Cattle","2020","2020","An","17440393","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5112","Stocks","02151","Chickens","2020","2020","1000 An","3570142","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5111","Stocks","02123","Goats","2020","2020","An","18689711","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5111","Stocks","02122","Sheep","2020","2020","An","17523689","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5111","Stocks","02140","Swine / pigs","2020","2020","An","7622724","A","Official figure",""
"QCL","Crops and livestock products","364","Iran (Islamic Republic of)","5111","Stocks","02112","Buffalo","2020","2020","An","171156","A","Official figure",""
"QCL","Crops and livestock products","364","Iran (Islamic Republic of)","5111","Stocks","02111","Cattle","2020","2020","An","5323974","A","Official figure",""
"QCL","Crops and livestock products","364","Iran (Islamic Republic of)","5112","Stocks","02151","Chickens","2020","2020","1000 An","1013306","I","Imputed value",""
"QCL","Crops and livestock products","364","Iran (Islamic Republic of)","5111","Stocks","02123","Goats","2020","2020","An","16663721","A","Official figure",""
"QCL","Crops and livestock products","364","Iran (Islamic Republic of)","5111","Stocks","02122","Sheep","2020","2020","An","46587010","A","Official figure",""
"QCL","Crops and livestock products","364","Iran (Islamic Republic of)","5111","Stocks","02140","Swine / pigs","2020","2020","An","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","368","Iraq","5111","Stocks","02112","Buffalo","2020","2020","An","233453","A","Official figure",""
"QCL","Crops and livestock products","368","Iraq","5111","Stocks","02111","Cattle","2020","2020","An","2019660","A","Official figure",""
"QCL","Crops and livestock products","368","Iraq","5112","Stocks","02151","Chickens","2020","2020","1000 An","78534","A","Official figure",""
"QCL","Crops and livestock products","368","Iraq","5111","Stocks","02123","Goats","2020","2020","An","1352388","A","Official figure",""
"QCL","Crops and livestock products","368","Iraq","5111","Stocks","02122","Sheep","2020","2020","An","6723866","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5111","Stocks","02112","Buffalo","2020","2020","An","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5111","Stocks","02111","Cattle","2020","2020","An","6529440","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5112","Stocks","02151","Chickens","2020","2020","1000 An","15236","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5111","Stocks","02122","Sheep","2020","2020","An","3877220","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5111","Stocks","02140","Swine / pigs","2020","2020","An","1678570","A","Official figure",""
"QCL","Crops and livestock products","376","Israel","5111","Stocks","02111","Cattle","2020","2020","An","525900","A","Official figure",""
"QCL","Crops and livestock products","376","Israel","5112","Stocks","02151","Chickens","2020","2020","1000 An","51140","A","Official figure",""
"QCL","Crops and livestock products","376","Israel","5111","Stocks","02123","Goats","2020","2020","An","116293","A","Official figure",""
"QCL","Crops and livestock products","376","Israel","5111","Stocks","02122","Sheep","2020","2020","An","500000","A","Official figure",""
"QCL","Crops and livestock products","376","Israel","5111","Stocks","02140","Swine / pigs","2020","2020","An","183808","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5111","Stocks","02112","Buffalo","2020","2020","An","407030","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5111","Stocks","02111","Cattle","2020","2020","An","6400040","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5112","Stocks","02151","Chickens","2020","2020","1000 An","142503","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5111","Stocks","02123","Goats","2020","2020","An","1065710","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5111","Stocks","02122","Sheep","2020","2020","An","7034160","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5111","Stocks","02140","Swine / pigs","2020","2020","An","8543030","A","Official figure",""
"QCL","Crops and livestock products","388","Jamaica","5111","Stocks","02111","Cattle","2020","2020","An","160000","E","Estimated value",""
"QCL","Crops and livestock products","388","Jamaica","5112","Stocks","02151","Chickens","2020","2020","1000 An","14112","I","Imputed value",""
"QCL","Crops and livestock products","388","Jamaica","5111","Stocks","02123","Goats","2020","2020","An","571777","I","Imputed value",""
"QCL","Crops and livestock products","388","Jamaica","5111","Stocks","02122","Sheep","2020","2020","An","1307","I","Imputed value",""
"QCL","Crops and livestock products","388","Jamaica","5111","Stocks","02140","Swine / pigs","2020","2020","An","216689","I","Imputed value",""
"QCL","Crops and livestock products","392","Japan","5111","Stocks","02111","Cattle","2020","2020","An","3907000","A","Official figure",""
"QCL","Crops and livestock products","392","Japan","5112","Stocks","02151","Chickens","2020","2020","1000 An","319469","I","Imputed value",""
"QCL","Crops and livestock products","392","Japan","5111","Stocks","02123","Goats","2020","2020","An","16592","I","Imputed value",""
"QCL","Crops and livestock products","392","Japan","5111","Stocks","02122","Sheep","2020","2020","An","14276","E","Estimated value",""
"QCL","Crops and livestock products","392","Japan","5111","Stocks","02140","Swine / pigs","2020","2020","An","9232861","I","Imputed value",""
"QCL","Crops and livestock products","400","Jordan","5111","Stocks","02112","Buffalo","2020","2020","An","94","I","Imputed value",""
"QCL","Crops and livestock products","400","Jordan","5111","Stocks","02111","Cattle","2020","2020","An","77888","A","Official figure",""
"QCL","Crops and livestock products","400","Jordan","5112","Stocks","02151","Chickens","2020","2020","1000 An","29861","I","Imputed value",""
"QCL","Crops and livestock products","400","Jordan","5111","Stocks","02123","Goats","2020","2020","An","762752","A","Official figure",""
"QCL","Crops and livestock products","400","Jordan","5111","Stocks","02122","Sheep","2020","2020","An","3002286","A","Official figure",""
"QCL","Crops and livestock products","398","Kazakhstan","5111","Stocks","02112","Buffalo","2020","2020","An","9654","I","Imputed value",""
"QCL","Crops and livestock products","398","Kazakhstan","5111","Stocks","02111","Cattle","2020","2020","An","7850045","A","Official figure",""
"QCL","Crops and livestock products","398","Kazakhstan","5112","Stocks","02151","Chickens","2020","2020","1000 An","41668","A","Official figure",""
"QCL","Crops and livestock products","398","Kazakhstan","5111","Stocks","02123","Goats","2020","2020","An","2307969","A","Official figure",""
"QCL","Crops and livestock products","398","Kazakhstan","5111","Stocks","02122","Sheep","2020","2020","An","17749598","A","Official figure",""
"QCL","Crops and livestock products","398","Kazakhstan","5111","Stocks","02140","Swine / pigs","2020","2020","An","816736","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5111","Stocks","02111","Cattle","2020","2020","An","26765935","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5112","Stocks","02151","Chickens","2020","2020","1000 An","57178","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5111","Stocks","02123","Goats","2020","2020","An","36021177","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5111","Stocks","02122","Sheep","2020","2020","An","25345927","A","Official figure",""
